ratio,F1
0.0,0.7983651226158038
0.015,0.8405797101449275
0.03,0.8586387434554973
0.045,0.8745148771021991
0.06,0.89171974522293
0.075,0.8987341772151899
0.09,0.900126422250316
0.105,0.900126422250316
0.12,0.9015151515151515
0.135,0.9042821158690176
0.15,0.9042821158690176
0.16499999999999998,0.9084065244667504
0.18,0.9097744360902256
0.195,0.9097744360902256
0.21,0.9125
0.22499999999999998,0.9125
0.24,0.9138576779026218
0.255,0.9152119700748129
0.27,0.9152119700748129
0.285,0.919254658385093
0.3,0.9205955334987593
